ID,Title,URL,Is Premium,Acceptance %,Difficulty,Frequency %
309,Best Time to Buy and Sell Stock with Cooldown,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown,N,54.60%,Medium,2.91471%;
310,Minimum Height Trees,https://leetcode.com/problems/minimum-height-trees,N,38.50%,Medium,3.63291%;
314,Binary Tree Vertical Order Traversal,https://leetcode.com/problems/binary-tree-vertical-order-traversal,Y,52.10%,Medium,13.3308%;
316,Remove Duplicate Letters,https://leetcode.com/problems/remove-duplicate-letters,N,44.60%,Medium,12.4362%;
318,Maximum Product of Word Lengths,https://leetcode.com/problems/maximum-product-of-word-lengths,N,60.10%,Medium,16.843%;
322,Coin Change,https://leetcode.com/problems/coin-change,N,41.60%,Medium,33.9647%;
323,Number of Connected Components in an Undirected Graph,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph,Y,62.10%,Medium,10.8714%;
324,Wiggle Sort II,https://leetcode.com/problems/wiggle-sort-ii,N,33.00%,Medium,13.6992%;
328,Odd Even Linked List,https://leetcode.com/problems/odd-even-linked-list,N,60.30%,Medium,9.06481%;
333,Largest BST Subtree,https://leetcode.com/problems/largest-bst-subtree,Y,42.50%,Medium,15.0606%;
337,House Robber III,https://leetcode.com/problems/house-robber-iii,N,53.90%,Medium,30.4706%;
339,Nested List Weight Sum,https://leetcode.com/problems/nested-list-weight-sum,Y,82.20%,Medium,14.6484%;
340,Longest Substring with At Most K Distinct Characters,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters,Y,47.80%,Medium,29.4431%;
347,Top K Frequent Elements,https://leetcode.com/problems/top-k-frequent-elements,N,64.80%,Medium,36.1359%;
348,Design Tic-Tac-Toe,https://leetcode.com/problems/design-tic-tac-toe,Y,57.60%,Medium,50.7365%;
353,Design Snake Game,https://leetcode.com/problems/design-snake-game,Y,39.10%,Medium,11.0501%;
362,Design Hit Counter,https://leetcode.com/problems/design-hit-counter,Y,68.40%,Medium,22.9524%;
366,Find Leaves of Binary Tree,https://leetcode.com/problems/find-leaves-of-binary-tree,Y,80.10%,Medium,34.7751%;
373,Find K Pairs with Smallest Sums,https://leetcode.com/problems/find-k-pairs-with-smallest-sums,N,38.30%,Medium,30.6958%;
377,Combination Sum IV,https://leetcode.com/problems/combination-sum-iv,N,52.10%,Medium,7.45367%;
378,Kth Smallest Element in a Sorted Matrix,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix,N,61.60%,Medium,13.5345%;
380,Insert Delete GetRandom O(1),https://leetcode.com/problems/insert-delete-getrandom-o1,N,52.00%,Medium,33.9317%;
390,Elimination Game,https://leetcode.com/problems/elimination-game,N,46.50%,Medium,8.13372%;
394,Decode String,https://leetcode.com/problems/decode-string,N,57.60%,Medium,24.2782%;
395,Longest Substring with At Least K Repeating Characters,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters,N,44.80%,Medium,4.36651%;
397,Integer Replacement,https://leetcode.com/problems/integer-replacement,N,35.10%,Medium,10.5314%;
